target,text
1,"Guddoomiyaha Aqalka Sare Cabdi Xaashi Cabdillaahi iyo Boqor Cusman Ow Maxamuud Buurmadoow oo ay garab taagnaayeen Siyaasiyiinta Gibolada Waqooyi ee Somaliland ayaa Maanta sheegay inay isaga baxeen doorashada Soomaaliya, iyaga oo faah faahiyay sababta ku kaliftay arrintaas"
1,"Waxaa uu sheegay in ay muhiim tahay in doorashada loo qabto si la isla ogyahay, sidoo kalena uu ugu baaqay Ra’iisul Wasaaraha iyo dadka ku howlan wadida doorashada inay jooniyaan"
1,"Dhinaca kale Boqor Cusmaan Aw Maxamuud Buurmadow ayaa dhankiisa sheegay in ay ka  baxeen doorashada Soomaaliya,ayna u cadeeynayaan Beesha Caalamka in Ra’iisul Wasaaraha uu faragelin iyo boob ku haayo doorashada"
1,"Xafiiska Ra’iisul Wasaare Rooble ayaan weli ka hadlin eedeynta loo soo jeediyay, hayeeshee wuxuu kusoo aadayaa xilli kal hore Ra’iisul Wasaaraha uu ku eedeeynayay Madaxweynaha muddo xileedkiisa uu dhamaaday ee Farmaajo in uu faragelin ku haayo doorashada  alse, isagii lagu eedeynayo faragelin iyo boob doorasho"
1,Waan ka baxnay doorashada waxaan halkaan isugu nimid in aan u cadeyno Beesha caalamka iyo Soomaaliba’ Marka aan garan wayne cid aan kaga Dacwoona R wasaaraha Beeshiisa Habargidir Xitaa waan ugu dacwoonay ayuu yiri Boqor Buurmadow
1,"Guddoomiye Kuxigeenka aad ee Golaha Wakiillada Puntland Ahna Guddoomiyaha Guddiga Goleyaasha Xukuumadda ee Nabadeynta deegaamaynta Saaxmeygaag iyo Sangajebiye Abuukate Cabdicasiis Cabdullahi Cusmaan oo ay wehliyaan xubno ka mid Guddiga ayaa Shir Jaraa’id ku qabtay xarunta Golaha Wakiillada, iyaga oo ka hadlay xaaladda degaanka iyo Colaadii dhacday , Sidoo kale wuxuu ku baaqay in laga wada shaqeeyo nabadeynta beelaha walaalaha ah ee ku dagaalamay Saaxmaygaag si Bulshada degaanka ay Nabad ugu wada noolaadaan"
1,Guddoomiyaha ayaa ugu horeyn ka warbixiyay halka uu marayo Dadaaladii Nabadda iyo Hirgelinta Go’aamadii kasoo baxay Shirkii Hadhwanaag ee la xiriiray dagaalkii beelaha walaalaha ah ku dhexmaray Saaxmeygaag ee khilaafkii deegaamaynta Saaxmeygaag iyo Sangajebiye
1,"Dhinaca kale Wasiirka Wasaaradda Arrimaha Gudaha, Federaalka iyo Dimuqraadiyeynta Puntland ahna Guddoomiye Kuxigeenka Guddiga Maxamed Cabdiraxmaan Dhabancad iyo Xildhibaan Saadiq Abshir Garaad oo xubno ka ah Guddiga ayaa sheegay in meel wanaagsan marayaan xallinta khilaafkaas "
1,isla markaana wajiga koowaad ee Nabadeynta uu hirgalayColaadii ka dhacday degaannada Saaxmeygaag iyo Sangajebiye ayaa waxaa ka dhashay khasaaro isugu jiray dhimasho iyo dhaawac iyo sidoo kale barakaca Boqolaal kale
1,Xubno ka tirsan Ururka AlShabaab ayaa degaanka Buulafuulaay ee Gobolka Baay waxaa ay kusoo bandhigeen laba Askari oo ay sheegeen inay ka tirsanaayeen Ciidamada dowladda Soomaaliya balse ay isku dhiibeen AlSbabaab
1,labada Askari ayaa waxaa Magacyadooda lagu kala sheegay Aadan Maxamed Cabdiraxmaan oo muddo  Bilood ah ka tirsanaa Ciidamada dowladda ee ka howlgalla degmada Buurhakaba ee Gobolka Baay iyo Madeey Gaduudow Mursal oo muddo  Sano ah ka tirsanaa Ciidanka dowladda kana howlgeli jiray Gobolka Shabeellaha Hoose
1,"Meydadka laba wiil oo dhalinyaro ah ayaa saakay laga helay duleedka koofureed ee magaalada Gaalkacyo ee Xarunta Gobolka Mudug ee uu ka arrimiyo Maamulka Galmudug , Warbaahinta AlShabaab ayaa baahisay labada Askari oo sheegaya in mushaar la’aan iyo dhibaatooyin kala duwan oo beystay aawgeed ay uga soo tageen Ciidamada dowladda Soomaaliya oo ay ka tirsanaayeen"
1,"Taliska booliska gobolka Mudug ee Galmudug ayaa meydadka dhalinyaradaas ku wareejiyey Taliyaha qeybta booliska gobolka Mudug ee Puntland G/Sare Muumin Cabdi Shire, waxaana socda howlgallo lagu baacsanayo ragii fuliyey dilkaasF"
1,"Taliska Ciidamada xoogga dalka Soomaaliyeed ayaan weli ka hadlin ragga ay soi bandhigeen AlSbabaab oo ay sheegeen i ay ka tirsanaayeen Ciidamada dowladda, balse isku soo dhiibeen, hayeeshee waxaa jiray maalmihii la soo dhaafay in dhowr Xubnood oo ka tirsanaa AlShabaab i ay isku soo dhiibeen Ciidamada qeybta aad ee xoogga dalka Soomaaliyeed"
1,Meydadka labada dhalinyarada ah ayaa waxaa ay kala yihiin Cabdiraxmaan Bootaan oo kamid ahaa Dhalinyaradii Tababarka Ciidannimo kusoo qaatay Turkiga iyo Cabdullaahi oo kamid ahaa dhalinyarada Gaalkacayo Dhinaca PuntlandWararka la helayo ayaa sheegaya in dhamaan dilalkaan ay la xiriiraan aanooyin qabiil iyo dilal horay uga dhacay degaano ka tirsan Gobolka Mudug
1,"alkaan ayaa dhacay kadib markii xalay koonfurta Gaalkacyo lagu dilay qof kale oo shacab ah, hase yeeshee Taliyaha booliska gobolka Mudug ee Puntland Muumin Cabdi ayaa saakay sheegay inay soo qabteen ragii xalay qofka shacabka ah ku dilay koofurta Gaalkacyo, kuwaas oo u baxsaday dhanka waqooyi ee magaalada"
1,"Howlgallo kala duwan ayay duleedka degmada Cabudwaaq ee Gobolka Galgaduud ka wadaan Ciidamada Booliska degmadaas, iyaga oo ku raad jooga maleeshiyaad hubeysan oo xalay dilal kala duwan ka geystay duleedka degmadaasi Cabudwaaq"
1,"Dilalka oo lala xiriirinayo aanooyin wabiil ayaa dilka Koowaad waxa uu ka dhacay degaanka Dalsan ee duleedka Bari ee Cabudwaaq, waxaana loo geystay Nin Xoolo dhaqato ahaa, kaas oo lagu Magacaabi jiray Gureey Cabdi Inkir"
1,"Dil labaad ayaa waxaa uu ka dhacay duleedka Galbeed magalada Cabudwaaq gaar ahaan deegaanka ina Gibile halkaas lagu dilay hal nin halka lagu dhaawacay nin kale, waxaana Goobta ka baxsaday maleeshiyaadkii dilalka geystay"
1,Ku simaha taliyaha ahna taliye ku xigeenka Ciidanka Booliska degmada Cabudwaaq Liibaan Cabdi Cusmaan Fantastic ayaa sheegay in ay Ciidanka qaybahooda kala duwan wadaan howalgal lagu soo qabanayo kooxihii dilalka geestay si cadaaladda loo horkeeno
1,"Sanadihii ugu dambeeyay degaannada Galmudug ayaa waxaa kusoo kordhay dilalka la xiriira aanooyinka qabiil, iyada oo Madaxda iyo laamaha Amniga Galmudug ay wax ka qaban waayeen , ka Janaayo waa maalin qaran oo ku weeyn quluubta bulshada,waxaana manta oo kale loo dabbaldegaa munaasabadda maalinta warbaahinta Soomaaliya oo aasaaskeeda ama buddhigeeda laga joogo ama ay ka soo wareegatay sano"
1,"Haddaba,iyadooo laga duulayo qiimaha Warbaahinta iyo ahmiyaddda ay u leedahay bulshada, waxaa kii Janaayo sanadkii dii, loo aqoonsaday maalinta Warfaafinta dalka,maadaama adeegyada warbaahintu ay yihiin kuwo toos u taabanaya ama diiradda u saaraya  horumarka dadka iyo dalka"
1,"Ujeedka munaasabaddaan oo sanadkiiba mar la qabto,ayaa ah mid xambaarsan xasuusta dadkii wax ku oolka ahaa ee u soo dhabar adeygay jiritaanka saxaafadda Soomaaliyeed oo la tilmaamo in ay soo bilaabatay bartamihii qarnigii aad"
1,"Marxaladihii  Saxaafadda  Xorriyadda ka hor Xilligaaan, waa bilow wanaagsan oo loo qaaday socodsiinta adeegyada lagama maarmaanka u ah saxaafadda,kadib kolkii ay kordheen dadka bartay luqadaha iyo qoraalada kale ee Laatiinka ah,taasina waxa ay sababtay in ay soo baxaan wargeysyo lagu gudbiyo fariimo xambaarsan naceybka gumeysiga"
1,"Muddadii u dhaxaysay kii,gobolada woqooyi iyo kuwa koonfureed, waxaa ka bilowday dhaqdhaqaaqyo ay wadeen dhallinyaro aqoonyahanno ah oo isku xilsaaray soo saarista wargaysyo ay ka mid yihiin Somali Journal, AlLiwaa, Qarni Afriqiya, AlWaxda,War Somali side,Corriere della Somalia,AlSariixa iyo kuwo kale"
1,"Isla xilligaan  gobollada Woqooyi oo uu gacanta ku haayay Ingiriiska waxaa sanadkii dii  laga hirgaliyay Raadiyo Hargeysa,halka gobolada Konfureed sanadkii kii laga furay Raadiyo Muqdisho,waqtigaasi oo  gumeysiga Talyaaniga uu Maxmiyad ku haystay gobollada Koofureed"
1,"Dawladdii RayadkaIn la madax banneeyo xoriyadda hadalka,waxay ka mid ahayd tallaabooyinkii ugu horeeyay ee ay ku guulaysatay dowladdii Rayidka ee kii,waxayna arintaasi sababtay in ay kordhaan tirada wargeysyada ka soo baxa dalka, kuwaas oo ku qornaa luqadaha Carabiga, Ingriiska iyo Talyaaniga,waxayna kala ahaayeen Sowtu Soomaal,Somali News,Somali review ,Li Oriente ,La Tripuna ,Kifaax, Alshacab,AlWaxda, AlXaqiiqa iyo kuwo kale"
1,"tii Janaayo tii waxaa dhidibada loo taagay Wakaaladda Wararka Qaranka Soomaaliyeed ee SONNA,taas oo si buuxda u noqotay isha waraka dalka iyo codka dowladda SoomaaliyaDowladdii MillitarigaWaxaa hubaal ah in sanadkii kii,uu ahaa bilowgii dib u dhaca saxaafadda Soomaaliya iyo niyadjabkii qorayaasha ka dib markii ciidamadii qabsaday dalka ay xireen xarumihii wargaysyada,"
1,"isla markaana ay mamnuuceen xoriyadda hadalka,iyagoo doorbiday in labada Idaacadood ee Radiyo Hargeysa iyo Radiyo Muqdisho iyo wargeyska dowladda ay noqdaan kuwo loo adeegsado baahinta awaamiirta maamulkii Kacaanka"
1,"kii Janaayo Sanadkii di Waa markii ugu horaysay ee uu dalkeenna ka soo baxo wargayskii ugu horeeyay ee ku hadla Afka Hooyo kadib kolkiidii lagu guulaystay hirgalintii iyo qaadashada qoraalka farta Laatiinka,iyadoo la eegayo helitaanka qalabka loo adeegsado qoraalka xarfaha iyo dhinaca kale culeys dhaqaale oo saamixi waayey in la soo saaro aalado cusub oo xagga qoraalka ah"
1,"Sanadkii kii waxaa dalka laga hirgaliyay Kulliyadda Saxaafadda ,taas oo soo saartay suxufiyiin badan oo aqoon u leh cilmiga saxaafadda,isla markaana kor u qaaday tayada iyo aqoonta warbaahinta dalkaSanadkii kii "
1,"Waa markii ugu horeysay ee Telefishin ama muuqaal baahiye uu leeyahay qaranka Soomaaliteed  uu si habsami leh uga shaqeeyay dalka,isla markaana laga daawaday warar iyo barnaamijyo tayeysan oo ay ku qanci karaan bulshada"
1,"Xilligii burburka & soo kabashada Inkastoo burburkiii ka dhacay dalka uu saameyn xoogan ku yeeshay qeybaha warbaahinta dalka,haddana, labaatankii sano ee u dambeeyay qaar ka mid ah ganacsatada iyo aqoonyahanno kale ayaa doorbiday in ay wax ka baddalaan warbaahinta dalka oo muddo badan ku soo jirtay caburin iyo cadaadis xad dhaaf ah"
1,"Tallaabadaasi,waxa ay dhiirigalisay in gudaha dalka ay ka hanaqaadaan saxaafad xor ah oo kaalin wax ku ool ah ka qaadatay in qaybaha  bulshadu ay awood u helaan gudbinta fikradaha wax dhisa iyo kuwa dhaliisha ah ee loo jeediyo hoggaamiyaasha siyaasadda"
1,"Waxaa shaki la’aan ah in Saxaaafaddu ay tahay seef laba afle ah oo loo adeegsan karo dhanka wanaagsan iyo dhanka xun,sidaa daraadeed, waxaa lagama maarmaan ah in qaybaha warbaahinta ay u howlgalaan meel marinta danaha dadka iyo dalka,isla markaana laga fogaado wax kasta oo carqalad ku ah dhameystirka geeddisocodka loogu jiro dib u yagleelidda nidaam dowladnimo oo kaafiya dadka oo dhan"
1,"Si loo helo Suxufiyiin howlkar ah oo ku wanaaagsan shaqada Warbaahinta, waxaa lama huraan ah in dowladda iyo madaxda maamulada warbaahinta ay u howlgalaan sidii tababarro aqoon kororsi ah oo la xiriira xirfadda saxaafadda loo siin lahaa shaqaalaha  qaybaha warbaahinta dalka"
1,"Waa muhiin in xasuus gaar ah loo yeesho dadkii haldoorka  u ahaa aasaaska iyo horumarka warbaahinta Soomaaliya,waxana ka mid ahaa Maxamuud Jaamac Uurdoox, Xaaji Cabdi Ducaale, Soogare Maxamed Cadde,Xuseen Cabdi Farmashiye,Aadan Isaaq Timacade, Daahir Ibrahim Cabdi, yaasiin xaaji ismaaciil, Cabdi xaaji Gobdoon, Axmed ismaaciil Samatar, Mustafa Xaaji Nuur, Max’ed Faarax Xalane Dhaashane, Faaduma Hiirad Qalyayax,Faaduma Xaaji Faarax iyo kuwo kale,"
1,"kuwaas oo lagu tilmaamo in ay ahaayeen wariyayaashii ugu horeeyay ee  gala diiwaanka xasuusta saxaafadda SoomaaliyaGabagabadii ,anagoo ka faa’ideysaneyna xuska sanadguurada aad ee ka soo wareegatay aasaaskii warbaahinta Soomaliya,aawadeed,waxaanhambalyo u direyna dhammaan shaqaalaha warbaahinta dalka, waxaanna u rajeeyneynaa in sanadkaan kiisa kale  ay ku gaaraan horumar iyo baraareW/qoray Shiroos Sonnaso"
1,"Dadka degaanka Dalsan ayaa waxaa ay sheegeen in dilkaan uu salka ku haayo aanooyin qabiil, isla markaana uu daba socdo dilal horay uga dhacay deegaanno hoosyimaada Degmada Caabudwaaq ee Gobolka Galgaduud"
1,"Ninka la dilay oo kamid ahaa dadka reer guuraaga ah oo horay ugu naq raacay deegaanka dilku kadhacay, waxaana magaciisa lagu sheegay Gureey Cabdi Inkir , Maleeshiyaad hubaysan ayaa Nin Shacab ahaa waxaa ay ku dileen deegaanka dalsan oo hoos taga degmada Caabudwaaq ee woqooyiga gobolka galguduud, iyaga oo dilka kadib goobta ka baxsaday"
1,"Ciidamada Booliska Soomaaliya gaar ahaan taliska qeybta Galbeed ee Gobolka Banaadir ayaa howlgal lagu soo qabtay dad, gaadiid, iyo hub ka sameeyay Xaafado katirsan degmada Dharkeenleey ee Gobolkan Banaadir"
1,"Ciidamada ayaa gudaha u galayay Guryaha ay degan yihiin dadka Shacabka ah ee kuyaalla  Xaafadood oo ay ka kooban tahay degmada Dharkeenleey, iyaga oo ku sameeynayay howlo baaritaano ah, waxaana degmada Dharkeenleey ay kamid tahay meelaha looga cabanayay falalka Amni darro"
1,"Dhowrkii sano ee la soo dhaafay ayaa waxaa degaannada Galmudug kusoo kordhay dilalka aanooyinka qabiil la xiriira iyo dagaal beeleedyada toos ah, iyada oo Madaxda Galmudug ay ku fashilmeen wax ka qabashadooda"
1,"Wararka la helayo ayaa sheegaya in saaka xiisad ka dhalatay dilkaas ay ka taagan tahay degaanka Dalsan, waxaana Odayaadha dhaqanka degaanka ay wadaan dadaalo ku aadan sidii xal loo gaari lahaa , Sidoo kale Ciidamada ayaa howlgalkooda ku baarayay Goobaha Ganacsiga iyo guud ahaan Gaadiidka noocyadiisa kala duwan ee isticmaalayay waddooyinka degmada Dharkeenleey, waxaana saraakiisha Ciidamada ay ku sheegeen ujeedka howlgalka mid Amniga lagu xaqiijinayay laguna baadi goobayay Dhalinyarada maalmahaan laga cabanayay ee loo yaqaani Ciyaal Weerada"
1,Guddoomiye kuxigeenka dhanka Amniga ee degmada Dharkeenleey Cabdullaahi Shaarkeey ayaa sheegay in howlgalkan uu yahay mid si isku duubni ah u soconayo siwadajir ahna ay u wada fulin doonaan Maamulka degmada iyo laamaha Amniga Soomaaliya
1,"Dhinaca kale Taliye kuxigeenka qeybta Galbeed ee Ciidamada Booliska Bashiir Durqan ayaa dhankiisa sheegay in howlgalka ay wadi doonaan maadaama lagu guda jiro xilli doorasho xaalada dalkana ay tahay mid kacsan, "
1,isla markaana dhamaan degmooyinka qeybta Galbeed laga sameyn doono howlgalkaCiidamada Booliska Soomaaliya ayaa todobaadyadii la soo dhaafay kordhiyay howlgallada lagu xaqiijinayo dhanka Amniga ee laga sameeynayo degmooyinka Gobolka Banaadjr kadib falalka amni darro oo kordhay iyo cabasho uga timid dadka Shacabka ah
1,Todobaadyadii la soo dhaafay Xukuumadda Federaaka ah ee Soomaaliya ayaa waxaa ay xiriir joogto ah la sameyneysay dowladda Imaaraadka Carabta oo dhowrkii sano ee la soo dhaafay uu xumaa xiriirka labada dowladood
1,"Wasiirka Arrimaha Dibadda iyo Iskaashiga Caalamiga ah ee Soomaaliya,  Cabdisaciid Muuse Cali, ayaaMuqdisho ku qaabilay Danjiraha Dowladda Imaraadka Carabta u jooga Soomaaliya, Maxamed Axmed Alcusmaan, oo booqasho sharafeed ugu yimid"
1,"Sidoo kale, Wasiirka Arrimaha Dibadda iyo Danjiraha Dowladda Imaraadka Carabta ayaa waxa ay kulankooda kaga wada hadleen xoojinta xiriirka saaxiibtinnimo, horumarinta iskaashiga dheefwadaagga ah iyo wax wada qabsiga labada dal"
1,"Wasiirka ayaa la wadaagay Danjiraha sida ay dowladda Federaalka Soomaaliya uga xuntahay weerarkii lagu qaaday magaalada Abu Dhabi, isaga oo uga tacsiyeeyey dhibbaneyaashi ay waxyeelladu ka soo gaartay falkaas arxan darrada ahaa"
1,"Qoraal kasoo baxay Guddiga Hirgalinta Doorashooyinka Gobolada Waqooyi ee Somaliland ayaa lagu sheegay in la bilaabayo ka Bishaan oo ku beegan Sabtida Diiwangelinta ergada, tababarida, qabashada codsiga iyo xaqijinta"
1,"shuruudaha musharaxiinta ayna socon doonaan ilaa ka Bishan, halka ka Bisha oo ku beegan Isniinta soo socota la qabanayo doorashada ka kursi ee Golaha Shacabkaka Kursi ee Golaha Shacabka ee Gobolada Waqooyi ee doorashadooda lagu qabanayo Magaalada Muqdisho ayaa waxaa ay kala yihiin"
1,"Guddiyada Hirgalinta Doorashooyinka Gobolada Waqooyi ee Somaliland & Maamulka Galmudug  ayaa soo bandhigay jadwalka doorashada kuraas  kamid ah kuraasta Golaha Shacabka, kuwaas oo doorashadooda todobaadka soo socda horaantiisa la qabanayo"
1,Hop oo ay ku fadhiso Faadumo Odawaa Raage  Hop oo uu ku fadhiyo Cabdalla Xaaji Cali Axmed Hop oo uu ku fadhiyo Faatix Saciid Xasan Hop oo ay hadda ku fadhiso Seynab Maxamed Caamir  Hop oo uu ku fadhiyo Maxamed Cali Xagaa oo ah Wasiiru Dowlaha Wasaaradda Gaashaandhigga  Hop oo uu ku fadhiyo Maxamed Cabdullaahi Kaamil
1,Hop oo uu ku fadhiyo Cabdiraxmaan Axmed Suge Hop oo ay hadda ku fadhiso Khadro Maxamed Tukaale Hop oo uu ka geeriyooday Axmed Dhimbil Rooble  Casoowe Hop oo ay ku fadhiso Caasho Koos Maxamuud Cumar Hop oo uu hadda ku fadhiyo Wasiirka Maaliyadda Cabdiraxmaan Ducaale Beyle Hop oo uu ku fadhiyi Dr Cilmi Maxamuud Nuur
1,"Hop oo uu ku fadhiyay dhowrkii sano ee la aoo dhaafay Cabduwweli Maxamed Qanyare Hop oo ay ku fadhiso Sahro Cumar Maalin Hop oo uu hadda ku fadhiyo Maxamed Axmed Abtidoon,Hop oo uu ku fadhiyo Cabdi Shire Jaamac Hop oo uu ku fadhiyo Cabdicasiis Cilmi Cali Hop oo uu ku fadhiyo Cabdisaabir Nuur Shuuriye oo hadda ah Wasiirka Dekadaha Maamulka Galmudug"
1,"Dbinaca kale Guddiga Hirgelinta doorashooyinka Galmudug ayaa shaaciyay Jadwalka doorashada  Kursi oo kamid ah Golaha Shacabka, kuwaas oo kala ah Hop oo uu ku fadhiyo Wasiiru dowlihii hore ee Wasaaradda Arrimaha Gudaha Somalia C/laahi Faarax Wehliye  "
1,"Ugu yaraan laba qof ayaa ku dhimatay tobanaan kalena waa ay ku dhaawacmeen kadib markii qarax uu ka dhacay goob ganacsi oo mashquul badan oo ku taalla bariga magaalada Lahore ee dalka Pakistan, sida ay booliisku sheegeen"
1,"Kooxo ku hubeysnaa bustoolado ayaa la sheegay in galabta ay xaafada Fagax ee degmada Yaaqshiid ee Gobolkan Banaadir ku dileen Nabadoon Caanka ahaa degmadaas, iyaga oo intaasi kadib goobta ka baxsadayNabadoonka la dilay ayaa waxaa lagu Magacaabi jiray Geesey Cusmaan Cabdulle"
1,"Qaraxa ayaa ka dhacay agagaarka Lohari Gate, oo ah xaafad si aad ah loo soo buuxiyay oo ka kooban dukaamo yar yar oo laga soo buuxiyay waddooyinka cidhiidhiga ah ee iska gudba, galabnimadii Khamiista, afhayeen u hadlay booliiska Nayab Haider ayaa u sheegay Al Jazeera"
1,"Soomaaliya ayaa waxaa sirasmi ah uga billowday doorashooyinka Golaha Shacabka, waxaana todobaadka soo socda Muqdisho iyo Maamulada Jubbaland, Puntland iyo Koonfur Galbeed ka bilaabanaya doorashada Xildhibaannada Golaha Shacabka"
1,"Dilka kadib ayaa waxaa goobta tegay Ehelada marxuumka la dilay iyo Ciidamao ka tirsan kuwa Booliska Soomaaliya oo ku sugnaa Laanta Fagax ,waxana la sheegay in Ciidamada ay sameeyeen howlgal wallow aan dilkaasi weli dad loo qaban"
1,"Magalada Muqdisho ayaa waxaa mararka qaar ka dhaca dilla loo geysto Askar, mas’uuliyiin ka tirsan dowladda iyo Nabadoono Caanka ah Magalada Muqdisho,iyada oo mas’uuliyada dilalkaas ay sheegtaan AlShabaab"
1,"Dhimashada laba qof ayaa la xaqiijiyay, ayuu yiri, isagoo sheegay in afar ka mid ah dadka dhaawacmay ay xaaladoodu liidatoSaraakiisha Isbitaalka Lahore’s Mayo, oo ah halka lagu daweynayo dadka dhaawaca ah, ayaa xaqiijiyay tirada dhimashada, waxayna sheegeen in ugu yaraan  qof ay ku dhaawacmeen qaraxa"
1,"Fadhigii aad ee Golaha Wasiirrada Somaliland oo uu Shirguddoominaayey Madaxweynaha Somaliland M Muuse Bixii Cabdi, kuna wehelinaayey madaxweyne ku xigeenka Somaliland,  Cabdiraxmaan Cabdilaahi Ismaaciil Saylici waxa golaha wasiirrada ay fadhigoodii maanta kasoo saareen go’aammo muhiim ah oo ku saabsan qaddiyadda madaxbannaanida Somaliland iyo dooddii ay Baarlamaanka dalka UK ka yeesheen madaxbannaanida Somaliland"
1,Taliska Qeybta aad ee Ciidamada xoogga dalka Soomaaliyeed ayaa Maanta Magaalada Baydhabo ee Xarunta Gobolka Baay kusoo bandhigey mid ka midd ah davaalamayaasha AlShabaab oo ay Gacanta kusoo dhigeen Ciidanka 
1,"Fadhiga golaha wasiirrada Somaliland oo laga soo saaray go’aamo lagu bogaadinayo dooddii todobaadkaan Baarlamaanka UK ka yeesheen qaddiyadda Somaliland,  iyaga oo Xildhibaannada ku bogaadiyay doodaas"
1,"Golaha Wasiirada Somaliland ayaa digniin culus u diray dawladda Soomaaliya oo ay sheegeen inay caadaysatay farogelinta qaddiyadda madaxbannaanida Somaliland , Daa’uud Cabdirashiid Xuseen oo Magaciisa Afgarashada uu yahay Abdi kaafi  oo ka tirsan AlShabaab ayaa gacanta kusoodhigey Ciidanka Ururka aad guutada aad ee Qeybta aad Xoogga dalka Soomaaliyeed, kadib  howlgallo ay ka wadeen Ciidanka tuulooyinka hoos yimaada Deeganka Deynuuney ee Goboka Baay "
1,"“Goluhu wuxuu uga digayaa dawladda Muqdisho oo hadda bilowday weerar qaawan oo ay ku qaadayaan xubnihii Baarlamaanka ee hawshaas galay, waxa aanu u sheegaynaa dawladda Muqdisho ee hawshaas ka talinaya in waxaasi sii kordhinayaan nacayb, kala fogaansho iyo colaad dheeraata oo aad ku beeraysaan Soomaalida gudaheeda "
1,"Somalilandna maaha mid ay cidi ku qasbi karto inay noqoto madaxbannaanideeda iyo masiirkeeda, horena way ugu muujisay naf iyo maalba, haddana waa u diyaar” ayaa lagu yiri” Qoraal kasoo baxay Golaha Wasiirada Somaliland"
1,"Saraakiisha Ciidamada qeybta aad ayaa waxaa ay sheegeen in Cabdikaafi uu AlShabaab ku jirey mudso laba  sano ah una qaabilsanaa Amniyaadka, Sahanka iyo soo qabashada ka shaqeeya  , isagoona ka qeyb qaatey Dagaalo dhowr ah oo ka dhacay deeganada Gobolka Mudug halkaasi oo AlShabaab uga biirey Markii hore"
1,Taliyaha qeybta booliska gobalka bari G/sare C/qaadir Jaamac Dirir iyo Taliye ku xigeenka qeybta booliska gobalka bari g/dhaxe khaalid Abdirahman mohamed iyo saraakiil katirsan taliska qeybta booliska gobalka bari ayaa Maanta oo khamiiis ah shir gudoomiyey shirka Amniga gobalka bari
1,Shirka ayaa looga hadlaayey sidii loo darder gelin lahaa hawlaha Amni ee gobalka bari  maadaama Magaalada Boosaaso ay kamid ah Goobaha lagu qabanayo doorashada Aqalka Hoose ee Golaha Shacabka
1,Taliyaha ayaa si gaar ah ugula dardaarmay Saraakiisha amniga in ay adkeeyaan wada shaqeynta dhanka amniga ee ay la leeyihiin bulshada Degmada Bosaaso taas oo muhiim u ah qorsheyaasha xasilinta Gobalka Bari
1,"Wasiirka Arrimaha Dibadda iyo Iskaashiga Caalamiga ah ee Soomaaliya,Cabdisaciid Muuse Cali, ayaa maanta oo Khamiis ah waxa uu Xarunta Wasaaradda ku qaabilay Danjiraha Dowladda Jamhuuriyadda Shacbiga Shiinaha u fadhiya Soomaaliya, Mudane FEI Shengchco, oo booqasho ugu yimid"
1,"Wasiirka iyo Danjiraha ayaa ka wada hadlay xoojinta xiriirka taariikhiga ah ee ka dhexeeya Jamhuuriyadda Federaalka Soomaaliya iyo Dowladda Shiinaha ee dhinacyada siyaasadda, amniga, la dagaallanka argagixisada, horumarinta, dhaqaalaha iyo arrimaha Gobolka Geeska AfrikaSidoo"
1," kale, waxaa kulanka diiradda lagu saaray sidii ay dowladda Soomaaliya iyo Dowladda Shiinuhu u wada bilaabi lahaayeen mashaariic horumarineed oo laga fulinayo dalka, kuwaas oo qayb ka ah iskaashiga dhinacyada badan ee ka dhexeeya labada dal, si looga dhabeeyo himilooyinka qaran ee labada Shacab ee saaxiibbada ah"
1,"Danjiraha Shiinaha ayaa tilmaamay in ay Soomaaliya u tahay saaxiib istaraatiiji ah, isaga oo hoosta ka xarriiqay sida ay Dowladda Shiinaha uga go’an tahay sii wadidda taageerada ay u hayaan dowladdhiska Soomaaliya iyo ixtiraamka midnimada iyo madaxbannaanida dowladda iyo Shacabka Soomaaliyeed"
1,"Inta la xaqiijiyay laba ruux ayaa ku dhintay Afar kalena waa ay ku dhaawacmeen kadib shil Gaari oo Maanta  ka dhacay duleedka bari ee caasimadda Garoowe , Shilka ayaa yimid kadib markii ay isku dhaceen laba Gaari oo marayay duleedka Bari ee Magaalada Garoowe, waxaana burbur xoogan uu soo gaaray labada Gaari"
1,"Dhanka kale,Wasiirka Arrimaha Dibadda iyo Iskaashiga Caalamiga ah, ayaa uga mahadceliyey dowladda Shiinaha taageerada iyo kaalinta ay ka qaadato ilaalinta midnimada iyo ixtiraamidda madaxbannaanida Jamhuuriyadda Federaalka Soomaaliya"
1,"Ciidamada ilaalada Waddooyinka ee taraafikada iyo dadweyne ayaa u gurmaday dadka shilka ku waxyeeloobay, kuwaas oo la geeyay Isbitaalka Magaalada Garoowe , Wadada xiriirisa Magaalooyinka Garoowe iyo Boosaaso ee Gobolada Nugaal iyo Bari ayaa waxaa dhowr jeer ka dhacay shilal Gaari oo geystay khasaaro isugu jira dhimasho iyo dhaawac"
1,Wasiirka wasaarada amniga jubbaland Janeraal Yuusuf Cismaan Dhuumaal ayaa maanta shir gudoomiyay kullan looga arinsanayay xaqiijinta amniga guud ee deegaannada jubbaland xilli lagu guda jirro doorashooyinka golaha shacabka
1,"Kullanka ayaa waxaa ka qayb galay taliyaha guud Ciidamada jubbaland, saraakiil katirsan ciidamada amaanka jubbaland, xeer ilaaliyaha ciidamada qalabka sidda ee jubbaland iyo xeer ilaaliyaha guud ee dowlad goboleedka jubaland"
